95%up,95%down,90%up,90%down,80%up,80%down,70%up,70%down,60%up,60%down,50%up,50%down,40%up,40%down,30%up,30%down,20%up,20%down,10%up,10%down,true
199.39969984992496,157.57878939469734,198.79939969984991,163.78189094547272,197.69884942471234,170.18509254627313,196.59829914957479,174.18709354677338,195.3976988494247,177.18859429714857,194.29714857428712,179.5897948974487,193.09654827413706,181.59079539769883,191.89594797398698,183.49174587293646,190.5952976488244,185.09254627313655,189.29464732366182,186.69334667333666,188.328
198.89944972486242,144.77238619309654,197.79889944972484,150.5752876438219,195.79789894947473,157.27863931965982,193.7968984492246,161.7808904452226,191.79589794897447,165.38269134567284,189.89494747373686,168.38419209604803,187.89394697348672,171.0855427713857,185.9929964982491,173.58679339669834,184.0920460230115,175.88794397198598,182.09104552276136,178.08904452226113,188.694
198.29914957478738,143.17158579289645,196.7983991995998,148.17408704352175,193.8969484742371,154.07703851925962,191.19559779889943,158.07903951975987,188.69434717358678,161.28064032016007,186.29314657328663,164.08204102051025,183.991995997999,166.5832916458229,181.79089544772384,168.88444222111053,179.5897948974487,171.0855427713857,177.4887443721861,173.28664332166082,188.305
199.09954977488744,146.47323661830916,198.29914957478738,152.176088044022,196.59829914957479,159.07953976988495,194.99749874937467,163.88194097048523,193.39669834917459,167.68384192096048,191.69584792396196,170.88544272136068,190.09504752376188,173.78689344672335,188.39419709854926,176.3881940970485,186.59329664832416,178.68934467233615,184.79239619809903,180.8904452226113,186.595
198.89944972486242,144.87243621810904,197.89894947473735,150.17508754377187,195.89794897448724,156.57828914457227,193.8969484742371,161.18059029514757,191.99599799899948,164.8824412206103,190.09504752376188,168.0840420210105,188.19409704852424,170.88544272136068,186.29314657328663,173.48674337168583,184.29214607303652,175.88794397198598,182.29114557278638,178.1890945472736,180.965
198.4992496248124,137.46873436718357,197.1985992996498,143.47173586793394,194.69734867433715,150.17508754377187,192.3961980990495,154.87743871935967,190.19509754877438,158.67933966983492,187.99399699849923,162.18109054527264,185.7928964482241,165.28264132066033,183.59179589794897,168.38419209604803,181.2906453226613,171.1855927963982,178.88944472236116,173.98699349674837,174.074
198.89944972486242,141.47073536768383,197.89894947473735,148.6743371685843,195.99799899949974,157.0785392696348,194.0970485242621,162.68134067033515,192.296148074037,166.6833416708354,190.3951975987994,169.7848924462231,188.59429714857427,172.48624312156076,186.69334667333666,174.78739369684843,184.79239619809903,176.98849424712355,182.89144572286142,179.08954477238618,173.781
198.39919959979989,136.46823411705853,196.8984492246123,141.87093546773386,194.0970485242621,148.37418709354677,191.49574787393695,152.97648824412204,188.8944472236118,156.67833916958477,186.39319659829914,160.08004002001,183.8919459729865,163.08154077038517,181.3906953476738,165.98299149574785,178.88944472236116,168.68434217108552,176.3881940970485,171.2856428214107,177.835
198.89944972486242,131.16558279139568,197.79889944972484,138.96948474237118,195.69784892446222,148.37418709354677,193.6968484242121,154.97748874437218,191.69584792396196,160.1800900450225,189.79489744872436,164.48224112056027,187.7938969484742,168.184092046023,185.7928964482241,171.3856928464232,183.69184592296148,174.2871435717859,181.49074537268632,176.88844422211105,174.273
198.79939969984991,138.56928464232115,197.69884942471234,145.6728364182091,195.5977988994497,154.37718859429714,193.5967983991996,160.3801900950475,191.79589794897447,164.8824412206103,189.99499749874937,168.58429214607304,188.19409704852424,171.68584292146073,186.39319659829914,174.2871435717859,184.592296148074,176.68834417208603,182.6913456728364,178.88944472236116,173.335
196.29814907453726,123.06153076538268,193.39669834917459,129.5647823911956,188.8944472236118,137.16858429214605,185.19259629814906,142.3711855927964,181.89094547273635,146.57328664332167,178.88944472236116,150.17508754377187,175.98799399699848,153.47673836918457,173.1865932966483,156.57828914457227,170.48524262131065,159.57978989494745,167.78389194597298,162.38119059529762,171.249
195.79789894947473,124.46223111555777,192.59629814907453,130.46523261630816,187.49374687343672,137.56878439219608,183.49174587293646,142.3711855927964,180.09004502251125,146.37318659329665,176.98849424712355,149.77488744372184,174.18709354677338,152.87643821910956,171.48574287143572,155.77788894447224,168.88444222111053,158.5792896448224,166.28314157078538,161.18059029514757,171.294
195.69784892446222,123.46173086543271,192.69634817408703,132.26613306653326,188.29414707353675,141.87093546773386,184.89244622311153,147.67383691845922,181.99099549774886,151.975987993997,179.3896948474237,155.47773886943472,176.98849424712355,158.4792396198099,174.68734367183592,161.08054027013506,172.48624312156076,163.5817908954477,170.28514257128563,165.98299149574785,155.306
142.97148574287144,72.83641820910455,134.6673336668334,76.8384192096048,124.76238119059529,81.6408204102051,118.65932966483241,84.8424212106053,114.45722861430714,87.54377188594296,111.05552776388194,89.84492246123061,108.25412706353175,91.94597298649325,105.85292646323161,93.94697348674336,103.65182591295647,95.84792396198098,101.55077538769385,97.7488744372186,111.214
158.07903951975987,76.13806903451726,153.37668834417207,83.54177088544272,147.67383691845922,92.44622311155577,143.67183591795896,98.74937468734366,140.37018509254625,103.85192596298148,137.46873436718357,108.15407703851925,134.6673336668334,111.95597798899449,132.06603301650824,115.45772886443221,129.46473236618309,118.5592796398199,126.86343171585793,121.56078039019509,116.644
129.26463231615807,49.22461230615308,123.66183091545773,54.72736368184092,117.05852926463231,61.130565282641314,112.35617808904452,65.53276638319159,108.35417708854426,69.23461730865432,104.75237618809405,72.53626813406703,101.35067533766883,75.63781890945472,98.04902451225612,78.63931965982991,94.64732366183091,81.7408704352176,91.2456228114057,84.8424212106053,87.586
112.45622811405703,32.016008004001996,105.85292646323161,38.71935967983992,97.7488744372186,45.92296148074037,92.14607303651826,50.525262631315655,87.64382191095547,54.12706353176588,83.84192096048024,57.22861430715357,80.54027013506753,59.92996498249124,77.53876938469234,62.53126563281641,74.73736868434217,64.93246623311656,72.136068034017,67.3336668334167,74.599
109.45472736368184,33.216608304152075,104.0520260130065,37.51875937968984,97.44872436218108,42.72136068034017,92.64632316158078,46.62331165582791,88.54427213606803,49.82491245622811,84.8424212106053,52.8264132066033,81.24062031015507,55.62781390695347,77.63881940970485,58.529264632316156,74.23711855927964,61.430715357678835,70.73536768384191,64.43221610805402,71.097
110.65532766383191,38.21910955477739,104.152076038019,43.82191095547773,96.64832416208104,49.92496248124062,91.54577288644322,54.02701350675337,87.64382191095547,57.22861430715357,84.34217108554276,60.13006503251626,81.54077038519259,62.631315657828914,78.83941970985492,65.03251625812906,76.43821910955478,67.43371685842921,74.13706853426713,69.63481740870435,68.069
121.46073036518258,31.615807903951975,113.6568284142071,36.51825912956478,104.35217608804402,42.42121060530265,97.94897448724362,46.523261630815405,92.8464232116058,50.02501250625313,88.34417208604302,53.22661330665332,84.14207103551776,56.32816408204102,80.1400700350175,59.329664832416206,76.23811905952977,62.33116558279139,72.43621810905452,65.63281640820409,74.014
144.1720860430215,65.33266633316659,139.3696848424212,70.73536768384191,133.56678339169585,77.33866933466733,129.36468234117058,82.04102051025512,125.86293146573286,85.94297148574286,122.56128064032015,89.54477238619309,119.25962981490744,92.9464732366183,116.05802901450724,96.24812406203101,112.75637818909453,99.44972486243121,109.35467733866933,102.75137568784392,108.343
160.78039019509754,79.13956978489244,153.37668834417207,84.8424212106053,144.67233616808403,91.44572286143071,138.86943471735867,95.94797398699349,134.26713356678337,99.54977488744372,130.46523261630816,102.75137568784392,127.06353176588293,105.55277638819409,123.96198099049523,108.25412706353175,121.16058029014506,110.85542771385693,118.4592296148074,113.45672836418208,120.165
197.0985492746373,127.26363181590794,194.69734867433715,133.96698349174588,190.8954477238619,141.97098549274637,187.7938969484742,147.5737868934467,184.99249624812404,151.975987993997,182.4912456228114,155.87793896948475,179.98999499749874,159.27963981990993,177.6888444222111,162.38119059529762,175.28764382191093,165.28264132066033,172.8864432216108,167.983991995998,169.041
198.89944972486242,139.0695347673837,197.89894947473735,147.3736868434217,195.99799899949974,156.17808904452224,194.0970485242621,161.7808904452226,192.296148074037,165.88294147073535,190.3951975987994,169.18459229614805,188.59429714857427,172.08604302151073,186.79339669834917,174.5872936468234,184.89244622311153,176.88844422211105,182.99149574787393,179.08954477238618,184.047
198.5992996498249,143.77188594297147,197.2986493246623,148.57428714357178,194.69734867433715,154.37718859429714,192.296148074037,158.3791895947974,189.89494747373686,161.6808404202101,187.5937968984492,164.48224112056027,185.29264632316156,167.08354177088543,182.99149574787393,169.48474237118558,180.7903951975988,171.88594297148572,178.48924462231113,174.18709354677338,183.804
198.89944972486242,133.76688344172086,197.99899949974986,140.57028514257127,195.99799899949974,149.07453726863432,194.0970485242621,155.2776388194097,192.296148074037,160.280140070035,190.3951975987994,164.6823411705853,188.49424712356176,168.48424212106053,186.49324662331165,171.78589294647324,184.39219609804903,174.88744372186093,182.29114557278638,177.5887943971986,179.731
186.39319659829914,113.15657828914456,180.7903951975988,118.5592796398199,173.98699349674837,124.76238119059529,169.08454227113555,129.16458229114556,165.18259129564782,132.66633316658329,161.88094047023512,135.66783391695847,158.77938969484742,138.46923461730864,155.97798899449725,141.0705352676338,153.37668834417207,143.57178589294645,150.87543771885942,146.07303651825913,148.818
188.8944472236118,109.65482741370684,183.59179589794897,115.45772886443221,176.68834417208603,122.56128064032015,171.88594297148572,127.56378189094546,167.983991995998,131.6658329164582,164.58229114557278,135.26763381690844,161.38069034517258,138.56928464232115,158.4792396198099,141.67083541770884,155.67783891945973,144.57228614307152,152.87643821910956,147.4737368684342,151.292
186.69334667333666,120.86043021510754,182.99149574787393,126.16308154077038,179.3896948474237,132.46623311655827,177.08854427213606,136.86843421710856,175.18759379689843,140.67033516758377,173.38669334667333,144.072036018009,171.58579289644823,147.3736868434217,169.58479239619808,150.5752876438219,167.28364182091045,153.8769384692346,164.38219109554777,157.37868934467232,158.966
192.096048024012,117.05852926463231,187.3936968484242,124.06203101550774,181.09054527263632,132.06603301650824,176.58829414707353,137.16858429214605,172.9864932466233,141.1705852926463,169.8849424712356,144.47223611805902,167.08354177088543,147.3736868434217,164.48224112056027,150.07503751875936,161.98099049524762,152.57628814407204,159.57978989494745,154.97748874437218,157.942
160.3801900950475,88.144072036018,153.57678839419708,93.14657328664332,145.5727863931966,98.84942471235617,140.27013506753377,102.65132566283141,136.0680340170085,105.7528764382191,132.66633316658329,108.45422711355677,129.6648324162081,110.85542771385693,126.86343171585793,113.15657828914456,124.36218109054526,115.3576788394197,121.96098049024512,117.55877938969483,118.805
120.16008004002,34.517258629314654,114.15707853926963,40.72036018009004,107.3536768384192,48.52426213106553,102.75137568784392,54.227113556778384,99.04952476238118,59.029514757378685,95.74787393696847,63.431715857928964,92.64632316158078,67.43371685842921,89.7448724362181,71.13556778389194,86.84342171085542,74.63731865932967,83.94197098549274,77.93896948474237,76.652
117.55877938969483,24.61230615307654,111.85592796398198,31.715857928964482,105.05252626313155,41.12056028014007,100.35017508754376,48.22411205602801,96.54827413706853,54.32716358179089,93.24662331165582,59.72986493246623,90.24512256128064,64.43221610805402,87.24362181090545,68.63431715857928,84.44222111055527,72.33616808404201,81.54077038519259,75.63781890945472,70.468
114.85742871435717,29.214607303651825,109.65482741370684,34.817408704352175,103.55177588794396,41.92096048024012,99.2496248124062,47.12356178089044,95.64782391195597,51.825912956478234,92.44622311155577,56.22811405702851,89.44472236118058,60.630315157578785,86.4432216108054,64.93246623311656,83.3416708354177,69.23461730865432,80.24012006003001,73.23661830915458,73.821
124.26213106553276,45.92296148074037,120.16008004002,51.42571285642821,115.45772886443221,58.32916458229114,112.056028014007,63.431715857928964,109.05452726363181,67.73386693346673,106.35317658829415,71.73586793396697,103.55177588794396,75.63781890945472,100.65032516258128,79.43971985992997,97.54877438719359,83.14157078539269,94.14707353676837,86.84342171085542,82.131
91.2456228114057,21.110555277638817,86.64332166083041,25.41270635317659,80.84042021010505,30.215107553776885,76.43821910955478,33.51675837918959,72.53626813406703,36.21810905452726,68.8344172086043,38.61930965482741,65.03251625812906,40.920460230115054,61.23061530765382,43.2216108054027,57.428714357178585,45.62281140570285,54.02701350675337,48.22411205602801,61.193
53.02651325662831,1.3006503251625812,48.22411205602801,2.501250625312656,42.521260630315155,4.902451225612806,38.71935967983992,7.20360180090045,35.51775887943972,9.404702351175587,32.816408204102046,11.505752876438219,30.4152076038019,13.60680340170085,28.114057028514257,15.70785392696348,25.912956478239117,17.708854427213605,23.81190595297649,19.809904952476238,15.194
56.42821410705352,1.4007003501750874,50.42521260630315,2.7013506753376686,44.8224112056028,5.302651325662831,41.52076038019009,7.903951975987994,39.01950975487743,10.505252626313156,36.918459229614804,13.106553276638317,34.91745872936468,15.807903951975987,32.91645822911455,18.509254627313656,30.915457728864432,21.31065532766383,28.714357178589292,24.0120060030015,18.803
94.14707353676837,12.606303151575787,87.54377188594296,17.90895447723862,79.93996998499249,24.61230615307654,74.73736868434217,29.514757378689342,70.5352676338169,33.6168084042021,67.03351675837918,37.218609304652325,63.73186593296648,40.62031015507753,60.73036518259129,43.72186093046523,57.82891445722861,46.62331165582791,55.027513756878434,49.52476238119059,44.076
95.14757378689345,30.015007503751875,89.34467233616807,35.41770885442721,82.84142071035517,41.6208104052026,78.63931965982991,45.722861430715355,75.43771885942971,48.924462231115555,72.73636818409204,51.62581290645322,70.33516758379189,54.02701350675337,68.13406703351676,56.22811405702851,66.03301650825412,58.229114557278635,64.03201600800399,60.230115057528764,67.109
106.45322661330664,18.90945472736368,99.64982491245622,24.912456228114056,91.44572286143071,32.21610805402701,85.54277138569284,37.218609304652325,80.74037018509254,41.32066033016508,76.53826913456727,44.922461230615305,72.73636818409204,48.124062031015505,69.33466733366683,51.2256128064032,66.03301650825412,54.227113556778384,62.93146573286643,57.12856428214107,66.231
88.0440220110055,9.804902451225612,82.04102051025512,14.507253626813405,75.63781890945472,20.71035517758879,71.33566783391696,25.212606303151574,67.83391695847924,29.01450725362681,64.63231615807904,32.51625812906453,61.53076538269134,35.81790895447724,58.529264632316156,39.11955977988994,55.42771385692846,42.42121060530265,52.22611305652826,45.722861430715355,48.076
67.13356678339169,3.4017008504252124,61.830915457728864,6.103051525762881,55.42771385692846,10.40520260130065,50.92546273136568,13.806903451725862,47.12356178089044,16.80840420210105,43.92196098049024,19.409704852426213,41.02051025512756,21.910955477738867,38.31915957978989,24.312156078039017,35.81790895447724,26.61330665332666,33.41670835417709,28.914457228614307,29.25
81.84092046023011,8.204102051025512,74.23711855927964,12.106053026513257,66.43321660830415,17.10855427713857,61.33066533266633,20.8104052026013,57.22861430715357,23.81190595297649,53.726863431715856,26.513256628314156,50.525262631315655,29.114557278639317,47.52376188094047,31.615807903951975,44.62231115557778,34.11705852926463,41.82091045522761,36.71835917958979,41.073
77.83891945972987,7.103551775887944,71.23561780890445,10.905452726363182,63.531765882941464,16.008004002000998,58.32916458229114,19.609804902451224,54.227113556778384,22.711355677838917,50.72536268134067,25.41270635317659,47.62381190595298,27.813906953476735,44.72236118059029,30.215107553776885,42.12106053026513,32.61630815407704,39.51975987993997,34.91745872936468,40.336
87.84392196098048,17.508754377188595,82.04102051025512,22.611305652826413,75.93796898449224,29.01450725362681,72.136068034017,33.6168084042021,69.03451725862931,37.41870935467734,66.33316658329164,40.920460230115054,63.93196598299149,44.02201100550275,61.53076538269134,46.92346173086543,59.329664832416206,49.724862431215605,57.02851425712856,52.32616308154077,52.585
89.34467233616807,14.707353676838418,85.74287143571786,21.210605302651324,81.44072036018008,29.414707353676835,78.33916958479239,35.01750875437719,75.73786893446723,39.619809904952476,73.33666833416707,43.621810905452726,71.03551775887944,47.323661830915455,68.63431715857928,50.92546273136568,66.23311655827914,54.32716358179089,63.531765882941464,57.6288144072036,51.022
87.84392196098048,5.402701350675337,82.54127063531766,9.304652326163081,76.23811905952977,15.407703851925962,71.93596798399199,20.610305152576288,68.43421710855428,25.512756378189092,65.43271635817908,30.61530765382691,62.631315657828914,35.81790895447724,59.92996498249124,40.82041020510255,57.32866433216608,45.02251125562781,54.62731365682841,48.624312156078034,48.756
69.23461730865432,2.801400700350175,63.73186593296648,5.102551275637818,56.82841420710355,8.904452226113056,51.72586293146573,12.106053026513257,47.52376188094047,15.007503751875937,43.82191095547773,17.708854427213605,40.52026013006503,20.210105052526263,37.51875937968984,22.611305652826413,34.817408704352175,25.012506253126563,32.21610805402701,27.313656828414207,35.575
57.02851425712856,1.0005002501250624,51.52576288144072,1.9009504752376187,44.72236118059029,3.8019009504752375,39.91995997998999,5.60280140070035,36.01800900450225,7.503751875937969,32.51625812906453,9.304652326163081,29.414707353676835,11.2056028014007,26.61330665332666,13.106553276638317,24.0120060030015,15.107553776888443,21.51075537768884,17.208604302151073,14.157
54.12706353176588,1.4007003501750874,48.924462231115555,2.6013006503251623,42.92146073036518,5.102551275637818,38.91945972986493,7.403701850925462,35.71785892946473,9.6048024012006,33.01650825412706,11.705852926463232,30.515257628814407,13.806903451725862,28.21410705352676,15.907953976988493,26.11305652826413,17.90895447723862,24.0120060030015,20.01000500250125,9.259
55.12756378189094,0.7003501750875437,49.6248124062031,1.4007003501750874,42.92146073036518,2.7013506753376686,37.91895947973987,4.102051025512756,33.81690845422711,5.5027513756878434,30.015007503751875,6.903451725862931,26.513256628314156,8.404202101050524,23.311655827913956,10.005002501250624,20.410205102551274,11.705852926463232,17.808904452226113,13.60680340170085,10.762
52.52626313156578,0.7003501750875437,46.22311155577788,1.4007003501750874,38.71935967983992,2.801400700350175,33.6168084042021,4.202101050525262,29.61480740370185,5.60280140070035,26.313156578289142,7.003501750875437,23.511755877938967,8.504252126063031,21.010505252626313,10.005002501250624,18.809404702351173,11.605802901450724,16.80840420210105,13.30665332666333,9.81
46.72336168084042,1.0005002501250624,41.720860430215104,1.9009504752376187,35.81790895447724,3.601800900450225,31.915957978989493,5.202601300650325,28.8144072036018,6.903451725862931,26.213106553276635,8.404202101050524,23.911955977988992,10.005002501250624,21.810905452726363,11.605802901450724,19.90995497748874,13.206603301650825,18.10905452726363,14.807403701850925,10.61
56.928464232116056,0.80040020010005,50.42521260630315,1.5007503751875937,42.521260630315155,2.901450725362681,36.8184092046023,4.302151075537768,31.915957978989493,5.702851425712856,27.71385692846423,7.103551775887944,24.212106053026513,8.604302151075537,21.31065532766383,10.105052526263131,18.90945472736368,11.605802901450724,16.80840420210105,13.206603301650825,12.136
51.325662831415706,0.9004502251125562,46.32316158079039,1.8009004502251125,40.420210105052526,3.601800900450225,36.31815907953977,5.402701350675337,33.01650825412706,7.103551775887944,30.115057528764382,8.904452226113056,27.513756878439217,10.705352676338169,25.012506253126563,12.606303151575787,22.711355677838917,14.507253626813405,20.51025512756378,16.50825412706353,13.553
55.027513756878434,0.80040020010005,46.92346173086543,1.5007503751875937,38.21910955477739,2.901450725362681,32.91645822911455,4.302151075537768,29.01450725362681,5.702851425712856,25.81290645322661,7.20360180090045,23.21160580290145,8.604302151075537,20.8104052026013,10.105052526263131,18.70935467733867,11.705852926463232,16.708354177088545,13.30665332666333,11.636
44.72236118059029,0.7003501750875437,39.01950975487743,1.3006503251625812,32.416208104052025,2.501250625312656,28.114057028514257,3.701850925462731,24.712356178089042,4.902451225612806,22.011005502751374,6.103051525762881,19.70985492746373,7.303651825912956,17.708854427213605,8.604302151075537,15.807903951975987,9.904952476238119,14.207103551775887,11.305652826413207,12.64
58.62931465732866,0.9004502251125562,53.02651325662831,1.8009004502251125,46.22311155577788,3.5017508754377187,41.42071035517758,5.302651325662831,37.31865932966483,7.003501750875437,33.716858429214604,8.80440220110055,30.315157578789393,10.705352676338169,27.2136068034017,12.706353176588294,24.312156078039017,14.707353676838418,21.61080540270135,16.908454227113555,9.61
53.12656328164082,0.7003501750875437,46.123061530765376,1.4007003501750874,37.61880940470235,2.7013506753376686,31.915957978989493,4.0020010005002495,27.71385692846423,5.302651325662831,24.412206103051524,6.603301650825412,21.710855427713856,8.004002001000499,19.409704852426213,9.304652326163081,17.30865432716358,10.805402701350674,15.507753876938468,12.30615307653827,7.331
56.32816408204102,1.200600300150075,50.62531265632816,2.2011005502751373,43.82191095547773,4.302151075537768,39.21960980490245,6.3031515757878935,35.617808904452225,8.304152076038019,32.416208104052025,10.305152576288144,29.61480740370185,12.206103051525762,27.113556778389192,14.207103551775887,24.712356178089042,16.208104052026012,22.4112056028014,18.309154577288645,7.564
42.42121060530265,0.6003001500750375,37.81890945472736,1.200600300150075,32.21610805402701,2.3011505752876436,28.21410705352676,3.4017008504252124,24.912456228114056,4.602301150575287,22.11105552776388,5.702851425712856,19.70985492746373,7.003501750875437,17.508754377188595,8.204102051025512,15.607803901950975,9.504752376188094,13.906953476738368,10.905452726363182,9.549
57.728864432216106,2.2011005502751373,52.72636318159079,4.202101050525262,47.023511755877934,7.703851925962981,43.12156078039019,10.705352676338169,40.120060030015004,13.506753376688343,37.41870935467734,16.008004002000998,35.11755877938969,18.309154577288645,32.816408204102046,20.51025512756378,30.715357678839418,22.711355677838917,28.714357178589292,24.712356178089042,23.062
84.04202101050525,7.603801900950475,77.73886943471736,12.00600300150075,70.33516758379189,17.90895447723862,65.33266633316659,22.31115557778889,61.23061530765382,26.013006503251624,57.6288144072036,29.31465732866433,54.4272136068034,32.416208104052025,51.42571285642821,35.2176088044022,48.624312156078034,38.019009504752376,45.92296148074037,40.62031015507753,43.612
94.04702351175587,15.20760380190095,86.34317158579289,19.90995497748874,77.43871935967984,25.41270635317659,71.33566783391696,29.214607303651825,66.53326663331666,32.31615807903952,62.4312156078039,35.01750875437719,58.72936468234116,37.51875937968984,55.52776388194097,39.91995997998999,52.52626313156578,42.32116058029014,49.724862431215605,44.72236118059029,44.735
84.14207103551776,13.706853426713355,77.43871935967984,18.10905452726363,69.43471735867934,23.411705852926463,64.03201600800399,27.013506753376685,59.829914957478735,30.015007503751875,56.32816408204102,32.51625812906453,53.32666333166583,34.91745872936468,50.62531265632816,37.11855927963982,48.124062031015505,39.319659829914954,45.722861430715355,41.52076038019009,40.921
78.33916958479239,10.105052526263131,72.0360180090045,14.007003501750875,64.63231615807904,19.009504752376188,59.62981490745372,22.4112056028014,55.62781390695347,25.31265632816408,52.126063031515756,27.813906953476735,49.02451225612806,30.215107553776885,46.32316158079039,32.416208104052025,43.72186093046523,34.61730865432716,41.32066033016508,36.8184092046023,36.307
76.9384692346173,7.503751875937969,72.33616808404201,12.106053026513257,66.73336668334167,18.40920460230115,62.93146573286643,23.11155577788894,59.72986493246623,27.013506753376685,56.82841420710355,30.515257628814407,54.227113556778384,33.6168084042021,51.72586293146573,36.51825912956478,49.22461230615308,39.319659829914954,46.823411705852926,41.92096048024012,38.323
57.32866433216608,1.4007003501750874,51.72586293146573,2.6013006503251623,45.12256128064032,5.002501250625312,40.62031015507753,7.20360180090045,37.01850925462731,9.304652326163081,33.91695847923962,11.405702851425712,31.115557778889443,13.506753376688343,28.51425712856428,15.507753876938468,26.11305652826413,17.508754377188595,23.81190595297649,19.609804902451224,21.028
68.23411705852926,1.6008004002001,62.13106553276638,3.0015007503751874,54.72736368184092,5.60280140070035,49.32466233116558,8.004002001000499,44.8224112056028,10.305152576288144,40.72036018009004,12.506253126563282,36.8184092046023,14.607303651825912,33.01650825412706,16.708354177088545,29.61480740370185,18.90945472736368,26.513256628314156,21.210605302651324,19.44
51.62581290645322,1.5007503751875937,47.023511755877934,2.801400700350175,41.42071035517758,5.102551275637818,37.41870935467734,7.20360180090045,34.11705852926463,9.204602301150574,31.21560780390195,11.105552776388194,28.614307153576785,12.906453226613305,26.213106553276635,14.707353676838418,24.112056028014006,16.50825412706353,22.011005502751374,18.309154577288645,17.899
54.72736368184092,0.7003501750875437,49.22461230615308,1.4007003501750874,42.32116058029014,2.801400700350175,37.218609304652325,4.202101050525262,33.01650825412706,5.60280140070035,29.31465732866433,7.003501750875437,25.912956478239117,8.504252126063031,22.91145572786393,10.105052526263131,20.210105052526263,11.805902951475737,17.708854427213605,13.60680340170085,24.524
58.02901450725362,3.0015007503751874,52.42621310655327,5.302651325662831,46.32316158079039,9.104552276138069,42.32116058029014,12.106053026513257,39.21960980490245,14.707353676838418,36.61830915457729,17.008504252126063,34.41720860430215,19.109554777388695,32.31615807903952,21.110555277638817,30.315157578789393,23.011505752876438,28.414207103551774,24.81240620310155,30.932
59.2296148074037,1.200600300150075,52.72636318159079,2.40120060030015,45.52276138069034,4.502251125562781,40.62031015507753,6.603301650825412,36.8184092046023,8.604302151075537,33.6168084042021,10.605302651325662,30.715357678839418,12.706353176588294,28.01400700350175,14.707353676838418,25.6128064032016,16.708354177088545,23.21160580290145,18.90945472736368,24.083
