95%up,95%down,90%up,90%down,80%up,80%down,70%up,70%down,60%up,60%down,50%up,50%down,40%up,40%down,30%up,30%down,20%up,20%down,10%up,10%down,true
149.27463731865933,66.93346673336669,143.37168584292147,73.33666833416707,136.36818409204602,81.14057028514257,131.5657828914457,86.5432716358179,127.66383191595797,90.94547273636817,124.26213106553276,94.74737368684342,121.16058029014506,98.14907453726863,118.25912956478238,101.35067533766883,115.45772886443221,104.35217608804402,112.65632816408204,107.2536268134067,105.28
124.66233116558278,55.42771385692846,118.4592296148074,60.13006503251626,110.85542771385693,65.33266633316659,105.45272636318158,68.63431715857928,101.05052526263131,71.33566783391696,97.24862431215607,73.7368684342171,93.94697348674336,75.83791895947974,91.04552276138068,77.93896948474237,88.44422211105552,79.93996998499249,86.14307153576787,81.94097048524262,86.841
117.05852926463231,32.61630815407704,109.75487743871935,38.519259629814904,101.15057528764382,45.222611305652826,95.14757378689345,49.82491245622811,90.34517258629315,53.52676338169084,86.14307153576787,56.72836418209104,82.44122061030515,59.62981490745372,79.13956978489244,62.4312156078039,76.03801900950475,65.13256628314157,73.13656828414207,67.73386693346673,69.454
96.94847423711855,14.707353676838418,88.24412206103051,19.809904952476238,78.73936968484242,25.81290645322661,72.63631815907954,29.914957478739368,67.83391695847924,33.31665832916458,63.73186593296648,36.21810905452726,60.13006503251626,38.91945972986493,56.928464232116056,41.52076038019009,54.02701350675337,43.92196098049024,51.325662831415706,46.4232116058029,63.423
108.05402701350674,38.019009504752376,102.65132566283141,43.82191095547773,96.44822411205602,50.62531265632816,92.14607303651826,55.12756378189094,88.74437218609305,58.72936468234116,85.84292146073037,61.73086543271636,83.2416208104052,64.53226613306653,80.74037018509254,67.03351675837918,78.4392196098049,69.43471735867934,76.13806903451726,71.73586793396697,71.36
117.75887943971985,33.31665832916458,111.25562781390694,40.32016008004002,105.25262631315657,48.22411205602801,101.55077538769385,53.726863431715856,98.44922461230615,58.12906453226613,95.64782391195597,61.930965482741364,92.9464732366183,65.53276638319159,90.04502251125562,69.03451725862931,86.84342171085542,72.53626813406703,83.3416708354177,76.13806903451726,77.853
112.1560780390195,27.71385692846423,105.6528264132066,34.31715857928964,97.94897448724362,41.92096048024012,92.54627313656827,47.023511755877934,88.24412206103051,51.12556278139069,84.54227113556777,54.62731365682841,81.14057028514257,57.82891445722861,78.03901950975487,60.8304152076038,75.03751875937968,63.73186593296648,72.136068034017,66.63331665832916,68.212
123.3616808404202,36.8184092046023,117.25862931465733,42.32116058029014,109.85492746373185,48.924462231115555,104.55227613806903,53.52676338169084,100.15007503751875,57.428714357178585,96.1480740370185,60.93046523261631,92.34617308654326,64.33216608304151,88.64432216108054,67.63381690845422,85.04252126063031,71.03551775887944,81.44072036018008,74.43721860930465,82.693
129.26463231615807,45.42271135567783,122.56128064032015,50.82541270635318,114.35717858929463,57.12856428214107,108.45422711355677,61.53076538269134,103.55177588794396,65.13256628314157,99.2496248124062,68.23411705852926,95.34767383691846,71.23561780890445,91.74587293646823,74.03701850925462,88.44422211105552,76.8384192096048,85.24262131065532,79.53976988494247,86.725
129.7648824412206,46.62331165582791,123.66183091545773,52.926463231615806,116.45822911455727,60.330165082541264,111.35567783891945,65.33266633316659,107.2536268134067,69.43471735867934,103.55177588794396,73.03651825912956,100.25012506253125,76.33816908454227,97.04852426213105,79.43971985992997,94.04702351175587,82.44122061030515,91.14557278639319,85.34267133566783,85.195
