95%up,95%down,90%up,90%down,80%up,80%down,70%up,70%down,60%up,60%down,50%up,50%down,40%up,40%down,30%up,30%down,20%up,20%down,10%up,10%down,true
154.47723861930965,79.33966983491746,149.17458729364682,86.24312156078038,143.07153576788394,94.5472736368184,138.86943471735867,100.05002501250625,135.46773386693346,104.25212606303151,132.56628314157078,107.75387693846923,129.8649324662331,110.75537768884442,127.46373186593296,113.45672836418208,125.06253126563281,115.95797898949473,122.76138069034516,118.35917958979489,115.688
136.0680340170085,64.43221610805402,130.96548274137066,70.13506753376689,124.9624812406203,76.8384192096048,120.86043021510754,81.54077038519259,117.45872936468233,85.24262131065532,114.45722861430714,88.54427213606803,111.75587793896948,91.44572286143071,109.15457728864432,94.24712356178088,106.65332666333165,96.84842421210605,104.25212606303151,99.44972486243121,98.624
134.4672336168084,52.126063031515756,128.1640820410205,58.82941470735367,120.56028014007003,66.43321660830415,115.3576788394197,71.43571785892946,110.95547773886943,75.3376688344172,107.15357678839419,78.63931965982991,103.75187593796898,81.54077038519259,100.65032516258128,84.34217108554276,97.6488244122061,86.94347173586793,94.84742371185592,89.6448224112056,89.646
134.6673336668334,43.2216108054027,127.56378189094546,51.025512756378184,119.35967983991995,60.13006503251626,113.85692846423211,66.33316658329164,109.45472736368184,71.23561780890445,105.7528764382191,75.2376188094047,102.4512256128064,78.83941970985492,99.3496748374187,82.14107053526763,96.44822411205602,85.14257128564282,93.54677338669335,88.0440220110055,89.623
111.95597798899449,36.21810905452726,107.3536768384192,44.422211105552776,101.95097548774386,54.527263631815906,98.24912456228114,61.23061530765382,95.34767383691846,65.93296648324161,92.74637318659329,69.63481740870435,90.44522261130565,72.63631815907954,88.24412206103051,75.3376688344172,86.14307153576787,77.73886943471736,84.14207103551776,79.93996998499249,72.906
104.152076038019,20.71035517758879,97.04852426213105,26.813406703351674,89.24462231115557,34.41720860430215,84.14207103551776,40.0200100050025,80.24012006003001,44.72236118059029,76.9384692346173,48.72436218109054,74.03701850925462,52.22611305652826,71.33566783391696,55.42771385692846,68.73436718359179,58.32916458229114,66.13306653326663,61.130565282641314,57.573
89.84492246123061,25.31265632816408,85.74287143571786,30.515257628814407,80.84042021010505,36.51825912956478,77.43871935967984,40.82041020510255,74.63731865932967,44.22211105552776,72.0360180090045,47.323661830915455,69.63481740870435,50.225112556278134,67.3336668334167,52.926463231615806,65.03251625812906,55.52776388194097,62.731365682841414,58.02901450725362,51.622
86.84342171085542,16.708354177088545,81.94097048524262,22.811405702851424,76.23811905952977,29.714857428714357,72.136068034017,34.31715857928964,68.8344172086043,37.91895947973987,65.93296648324161,41.02051025512756,63.33166583291646,43.82191095547773,60.8304152076038,46.4232116058029,58.32916458229114,48.924462231115555,56.0280140070035,51.325662831415706,52.277
75.2376188094047,15.907953976988493,69.73486743371686,20.210105052526263,63.431715857928964,25.112556278139067,59.329664832416206,28.51425712856428,56.0280140070035,31.115557778889443,53.32666333166583,33.51675837918959,50.92546273136568,35.617808904452225,48.82441220610305,37.51875937968984,46.823411705852926,39.41970985492746,44.8224112056028,41.220610305152576,46.55
82.24112056028014,8.204102051025512,76.73836918459229,13.30665332666333,70.33516758379189,20.310155077538766,65.93296648324161,25.512756378189092,62.53126563281641,29.61480740370185,59.42971485742871,33.216608304152075,56.72836418209104,36.418209104552275,54.12706353176588,39.21960980490245,51.62581290645322,41.92096048024012,49.22461230615308,44.422211105552776,33.153
66.13306653326663,1.9009504752376187,57.6288144072036,3.601800900450225,49.424712356178084,6.703351675837919,44.62231115557778,9.504752376188094,41.02051025512756,12.106053026513257,38.019009504752376,14.607303651825912,35.317658829414704,17.008504252126063,32.816408204102046,19.309654827413706,30.4152076038019,21.51075537768884,28.114057028514257,23.81190595297649,32.099
64.83241620810405,3.1015507753876936,58.32916458229114,5.5027513756878434,51.42571285642821,9.6048024012006,47.12356178089044,12.906453226613305,43.82191095547773,15.807903951975987,41.02051025512756,18.509254627313656,38.61930965482741,21.010505252626313,36.31815907953977,23.311655827913956,34.11705852926463,25.6128064032016,31.915957978989493,27.813906953476735,26.088
58.72936468234116,2.0010005002501248,53.02651325662831,3.8019009504752375,47.12356178089044,7.103551775887944,43.321660830415205,10.005002501250624,40.22011005502751,12.706353176588294,37.61880940470235,15.20760380190095,35.2176088044022,17.6088044022011,32.91645822911455,19.90995497748874,30.715357678839418,22.11105552776388,28.51425712856428,24.312156078039017,26.064
